,f1-score,precision,recall,support
fao,0.989795918367347,1.0,0.9797979797979798,99.0
fas,0.882882882882883,0.8032786885245902,0.98,100.0
fin,1.0,1.0,1.0,100.0
fra,0.6784452296819787,0.5217391304347826,0.9696969696969697,99.0
frp,0.9583333333333334,1.0,0.92,100.0
fry,0.9696969696969697,0.9696969696969697,0.9696969696969697,99.0
fur,0.9847715736040609,1.0,0.97,100.0
gag,0.9304812834224598,1.0,0.87,100.0
gla,0.99,0.99,0.99,100.0
gle,0.9949238578680203,1.0,0.98989898989899,99.0
glg,0.9099526066350709,0.8571428571428571,0.9696969696969697,99.0
glk,0.9270833333333334,0.967391304347826,0.89,100.0
glv,0.9847715736040609,1.0,0.97,100.0
grn,0.98989898989899,1.0,0.98,100.0
guj,0.9947089947089947,1.0,0.9894736842105263,95.0
hak,0.9847715736040609,1.0,0.97,100.0
hat,1.0,1.0,1.0,100.0
hau,0.9950248756218906,0.9900990099009901,1.0,100.0
hbs,0.038461538461538464,0.5,0.02,100.0
heb,0.9753694581280788,0.9611650485436893,0.99,100.0
hif,0.9368421052631578,0.9468085106382979,0.9270833333333334,96.0
hin,0.9702970297029703,0.9514563106796117,0.98989898989899,99.0
hrv,0.3700440528634361,0.328125,0.42424242424242425,99.0
hsb,0.97,0.97,0.97,100.0
hun,0.99009900990099,0.9803921568627451,1.0,100.0
hye,0.989795918367347,1.0,0.9797979797979798,99.0
ibo,0.9608938547486032,1.0,0.9247311827956989,93.0
ido,0.98,0.98,0.98,100.0
ile,0.9417989417989417,1.0,0.89,100.0
ilo,0.9847715736040609,0.9897959183673469,0.9797979797979798,99.0
ina,0.9700000000000001,0.9603960396039604,0.9797979797979798,99.0
ind,0.5098039215686274,0.49523809523809526,0.5252525252525253,99.0
isl,0.9949748743718593,1.0,0.99,100.0
ita,0.9116279069767442,0.8448275862068966,0.98989898989899,99.0
jam,0.9949238578680203,1.0,0.98989898989899,99.0
jav,0.9365853658536586,0.9056603773584906,0.9696969696969697,99.0
jbo,1.0,1.0,1.0,100.0
jpn,0.9949748743718593,0.99,1.0,99.0
kaa,1.0,1.0,1.0,100.0
kab,0.9411764705882353,1.0,0.8888888888888888,99.0
kan,0.9950248756218906,0.9900990099009901,1.0,100.0
kat,0.9795918367346939,0.9896907216494846,0.9696969696969697,99.0
kaz,1.0,1.0,1.0,99.0
kbd,0.99,0.99,0.99,100.0
khm,0.9943502824858756,1.0,0.9887640449438202,89.0
kin,0.9680851063829787,1.0,0.9381443298969072,97.0
kir,0.9949748743718593,1.0,0.99,100.0
koi,0.9319371727748691,0.978021978021978,0.89,100.0
kok,0.978494623655914,1.0,0.9578947368421052,95.0
kom,0.9381443298969071,0.9680851063829787,0.91,100.0
kor,0.9949238578680203,1.0,0.98989898989899,99.0
krc,0.98989898989899,1.0,0.98,100.0
ksh,0.964102564102564,0.9894736842105263,0.94,100.0
kur,0.9746192893401014,0.9896907216494846,0.96,100.0
lad,0.964102564102564,0.9894736842105263,0.94,100.0
lao,0.9289617486338798,1.0,0.8673469387755102,98.0
lat,0.926829268292683,0.8878504672897196,0.9693877551020408,98.0
lav,0.9850746268656716,0.9801980198019802,0.99,100.0
lez,0.989795918367347,1.0,0.9797979797979798,99.0
lij,0.9847715736040609,1.0,0.97,100.0
lim,0.9611650485436893,0.9339622641509434,0.99,100.0
lin,0.9354838709677419,1.0,0.8787878787878788,99.0
lit,0.98989898989899,1.0,0.98,100.0
lmo,0.9473684210526316,0.908256880733945,0.99,100.0
lrc,0.9304812834224598,1.0,0.87,100.0
ltg,0.989795918367347,1.0,0.9797979797979798,99.0
ltz,0.9644670050761421,0.979381443298969,0.95,100.0
lug,0.9847715736040609,0.9897959183673469,0.9797979797979798,99.0
lzh,0.9753694581280788,0.9611650485436893,0.99,100.0
mai,0.9591836734693878,0.9690721649484536,0.9494949494949495,99.0
mal,0.9949238578680203,1.0,0.98989898989899,99.0
map-bms,0.8554913294797689,1.0,0.7474747474747475,99.0
mar,0.989795918367347,1.0,0.9797979797979798,99.0
mdf,1.0,1.0,1.0,100.0
mhr,0.9473684210526316,1.0,0.9,100.0
min,0.99009900990099,0.9803921568627451,1.0,100.0
mkd,1.0,1.0,1.0,99.0
mlg,1.0,1.0,1.0,99.0
mlt,0.989795918367347,1.0,0.9797979797979798,99.0
mon,0.9615384615384615,0.9259259259259259,1.0,100.0
mri,0.9950248756218906,0.9900990099009901,1.0,100.0
mrj,1.0,1.0,1.0,100.0
msa,0.548076923076923,0.5181818181818182,0.5816326530612245,98.0
mwl,1.0,1.0,1.0,100.0
mya,0.9949748743718593,1.0,0.99,100.0
myv,0.849740932642487,0.8817204301075269,0.82,100.0
mzn,0.9543147208121826,0.9690721649484536,0.94,100.0
nan,0.975609756097561,0.9523809523809523,1.0,100.0
nap,0.9795918367346939,1.0,0.96,100.0
nav,1.0,1.0,1.0,100.0
nci,0.8603351955307262,0.9746835443037974,0.77,100.0
nds,0.9847715736040609,1.0,0.97,100.0
nds-nl,0.9538461538461539,0.9789473684210527,0.93,100.0
nep,0.7578125,0.6178343949044586,0.9797979797979798,99.0
new,0.9948717948717948,1.0,0.9897959183673469,98.0
nld,0.9428571428571428,0.9,0.99,100.0
nno,0.9423076923076924,0.9074074074074074,0.98,100.0
nob,0.9326424870466321,0.9574468085106383,0.9090909090909091,99.0
nrm,0.9950248756218906,0.9900990099009901,1.0,100.0
nso,0.9894736842105264,1.0,0.9791666666666666,96.0
oci,0.7882352941176471,0.9436619718309859,0.6767676767676768,99.0
olo,0.99,0.99,0.99,100.0
ori,0.9948186528497409,1.0,0.9896907216494846,97.0
orm,0.9846153846153847,1.0,0.9696969696969697,99.0
oss,1.0,1.0,1.0,100.0
pag,0.9841269841269841,1.0,0.96875,96.0
pam,0.8333333333333333,1.0,0.7142857142857143,98.0
pan,0.9949238578680203,1.0,0.98989898989899,99.0
pap,0.989795918367347,1.0,0.9797979797979798,99.0
pcd,0.7999999999999999,0.8604651162790697,0.7474747474747475,99.0
pdc,0.9238578680203046,0.9191919191919192,0.9285714285714286,98.0
pfl,0.9100529100529101,0.9555555555555556,0.8686868686868687,99.0
pnb,0.9847715736040609,1.0,0.97,100.0
pol,0.9801980198019802,0.9611650485436893,1.0,99.0
por,0.9130434782608696,0.9882352941176471,0.8484848484848485,99.0
pus,0.9895833333333333,1.0,0.979381443298969,97.0
que,0.9393939393939393,0.9489795918367347,0.93,100.0
roa-tara,0.97,0.97,0.97,100.0
roh,0.9849246231155778,0.98989898989899,0.98,100.0
ron,0.964824120603015,0.96,0.9696969696969697,99.0
rue,0.9847715736040609,1.0,0.97,100.0
rup,0.9368421052631579,0.978021978021978,0.898989898989899,99.0
rus,0.7637795275590552,0.6258064516129033,0.9797979797979798,99.0
sah,0.9949238578680203,1.0,0.98989898989899,99.0
san,0.989795918367347,1.0,0.9797979797979798,99.0
scn,0.9950248756218906,0.9900990099009901,1.0,100.0
sco,0.9514563106796117,0.9074074074074074,1.0,98.0
sgs,0.9949748743718593,1.0,0.99,100.0
sin,0.9948717948717948,1.0,0.9897959183673469,98.0
slk,0.9949748743718593,1.0,0.99,100.0
slv,0.9849246231155778,0.98989898989899,0.98,100.0
sme,0.99009900990099,0.9803921568627451,1.0,100.0
sna,0.9791666666666666,0.9894736842105263,0.9690721649484536,97.0
snd,1.0,1.0,1.0,99.0
som,0.9644670050761421,0.979381443298969,0.95,100.0
spa,0.6490066225165563,0.4827586206896552,0.98989898989899,99.0
sqi,0.9746192893401014,0.9896907216494846,0.96,100.0
srd,0.9797979797979798,0.9897959183673469,0.97,100.0
srn,0.989795918367347,1.0,0.9797979797979798,99.0
srp,0.9641025641025641,0.9791666666666666,0.9494949494949495,99.0
stq,0.9751243781094527,0.9702970297029703,0.98,100.0
sun,0.9948717948717948,1.0,0.9897959183673469,98.0
swa,0.9746192893401016,0.9696969696969697,0.9795918367346939,98.0
swe,1.0,1.0,1.0,100.0
szl,1.0,1.0,1.0,100.0
tam,1.0,1.0,1.0,100.0
tat,0.9847715736040609,1.0,0.97,100.0
tcy,0.98989898989899,1.0,0.98,100.0
tel,1.0,1.0,1.0,97.0
tet,0.9411764705882354,0.9887640449438202,0.8979591836734694,98.0
tgk,0.9949748743718593,1.0,0.99,100.0
tgl,0.9897959183673469,0.9897959183673469,0.9897959183673469,98.0
tha,0.9519230769230769,0.908256880733945,1.0,99.0
ton,1.0,1.0,1.0,100.0
tsn,0.9949748743718593,0.99,1.0,99.0
tuk,1.0,1.0,1.0,100.0
tur,0.9333333333333333,0.8828828828828829,0.98989898989899,99.0
tyv,0.98989898989899,1.0,0.98,100.0
udm,0.9950248756218906,0.9900990099009901,1.0,100.0
uig,0.9849246231155778,0.98989898989899,0.98,100.0
ukr,0.9803921568627451,0.9615384615384616,1.0,100.0
urd,0.9850746268656716,0.9705882352941176,1.0,99.0
uzb,1.0,1.0,1.0,100.0
vec,0.9795918367346939,1.0,0.96,100.0
vep,1.0,1.0,1.0,100.0
vie,1.0,1.0,1.0,99.0
vls,0.9849246231155778,0.98989898989899,0.98,100.0
vol,0.9950248756218906,0.9900990099009901,1.0,100.0
vro,0.9949748743718593,1.0,0.99,100.0
war,0.9949238578680203,1.0,0.98989898989899,99.0
wln,0.9949748743718593,1.0,0.99,100.0
wol,0.9473684210526316,1.0,0.9,100.0
wuu,0.9374999999999999,0.967741935483871,0.9090909090909091,99.0
xho,0.9844559585492227,0.9895833333333334,0.979381443298969,97.0
xmf,0.9949238578680203,1.0,0.98989898989899,99.0
yid,0.9743589743589743,1.0,0.95,100.0
yor,0.9837837837837837,0.978494623655914,0.9891304347826086,92.0
zea,0.9583333333333333,0.989247311827957,0.9292929292929293,99.0
zh-yue,0.9398907103825138,0.9772727272727273,0.9052631578947369,95.0
zho,0.9230769230769231,0.8807339449541285,0.9696969696969697,99.0
accuracy,0.9445350734094616,0.9445350734094616,0.9445350734094616,0.9445350734094616
macro avg,0.9450450873066382,0.9572265816244272,0.9441848146549073,23294.0
weighted avg,0.9452942261315243,0.9571852779972211,0.9445350734094616,23294.0
